ID,Usuário,Tweet,Seguidores,Polaridade,Subjetividade,Sentimento
1880862578,sterellashipper,@astefanibays fico imaginando a felicidade dela vendo isso tudo 😍🥺,11917,0.7,0.2,Positivo
812088590146617344,luiza_louza,vsf so quero ficar normal acordei bebi uma aguona sabotada sem querer q odio,2610,-0.325,0.7749999999999999,Negativo
1016206459762364416,claradriel,lembrei que santa clarita nunca vai ter final nunca mais posso ser feliz,64,0.8,1.0,Positivo
1105894612047151104,szaIips,@badassexplicit IVI É SEU ANIVERSÁRIO PARABENS TUDO DE BOM NA SUA VIDA PAZ AMOR CARINHO FELICIDADE DINHEIRO E ETC B… https://t.co/9qxiyin7uh,8701,0.6333333333333333,0.46666666666666673,Positivo
1286659384165236736,brielcoments,@astefanibays o tão feliz que ela vai ficar quando sair e ler essas coisas. https://t.co/zbQpDKLjcz,382,0.8,1.0,Positivo
1122321215878828032,snowdropetal,@trismebabys sentada obvio eu sou uma pessoa normal,157,0.15,0.6499999999999999,Positivo
1059070573,picquenire,@jenniferlanz Feliz domingo Jens 🌞☕🥐🥞,889,0.8,1.0,Positivo
1033353155881431040,miguelsneveezz,@B24PT @PereiraTuka Depois do Natal volta tudo ao normal o Sporting a lutar pelo 4 lugar,138,0.075,0.32499999999999996,Positivo
4150895014,bruvalentez,"@ErickMouraB nao sei quem eh mais problematico nessa história, ele por estar afim de uma criança ou a familia por a… https://t.co/ZJ8gRrhTBZ",1555,0.5,0.5,Positivo
2297919457,VanilaChinni,"@leandroruschel Por q comparar c ""Ronaldinho""  ? R10 era um gênio e foi ele q 'pariu' o Barça e o tirou do ostracis… https://t.co/dnLa6886hS",511,0.0,0.0,Neutro
1255441473652359171,GeneralGuang,"@xiaofenghuaang Fico feliz de tirar esse tempo a vc, meng.   Oh, vou esperar ansiosamente por seus bolinhos! Realmente são ótimos!",323,0.7333333333333334,0.65,Positivo
3124963414,h_albq,"@taciellerugeski Eu não consegui ficar feliz quando eu fui, fiquei meio em pânico pq tava muito cheio KKKKK nesses… https://t.co/KnlHIyX15Q",399,0.5833333333333334,0.8166666666666668,Positivo
4687301930,_picturetoburn,"hoje é aniversário daquela que me incentivou a aprender inglês, feliz aniversário pra doceira",2562,0.4,0.5,Positivo
3540928336,Apenasogordo,@jeronimogomide Isso só reafirma a teoria que a versão mais feliz do homem é quando ele ta gordo,295,0.0,1.0,Neutro
1145872376707592192,rywsui,@xmssnyder RIA ANDREW-SAMA!! SE O SENPAI RIR É PORQUE TE FIZ FELIZ &gt;•&lt;,180,0.0,0.0,Neutro
720068889686773764,xpaulistx,"se o Mito ficar triste hoje, eu vou ficar feliz! https://t.co/RXgtha6TVt",2995,0.25,1.0,Positivo
1192030952068911105,MarquinhosAssu2,Coudet e Dome travam duelo gringo em Inter x Flamengo que vale a liderança do Brasileirão | futebol | ge https://t.co/z9SxGlkrAp,19278,0.3,0.1,Positivo
1192596807240634368,arcticwoo,"## yuta 🦁💗 é uma das pessoas mais incríveis que já vi, a maneira como ele ajuda a todos fazendo nos rir me faz sent… https://t.co/xicdg5O1qA",4892,0.46666666666666673,0.5,Positivo
1299230389710598145,lippiesoo,hoje to completamente desequilibrada uma hora to normal outra quero chorar ja passei por 500 emoçoes e o dia esta n… https://t.co/Osex9nn7Kq,137,0.125,0.5249999999999999,Positivo
1277051438489894913,berrystrwberry,"@taeskyblue Feliz aniversário Bell, parabéns tudo de bom pra vc 💜💜",1124,0.9,0.65,Positivo
1365641221,brianalbertomol,Feliz domingo🚦 https://t.co/kj7OlfC0l2,333,0.8,1.0,Positivo
87282708,182Gustavo,Jogar F1 e tomar uma Antarctica antes de fazer almoco. Domingo feliz.,539,0.8,1.0,Positivo
3496165817,sungiecereja,"O yuta canta, danca é rapper sabe desenhar e pintar muito bem, jogou futebol muito tempo ele é muito precioso… https://t.co/eK2U6q04ep",1130,0.11666666666666668,0.3333333333333333,Positivo
1308410810532847617,carolina7483,Kkkkkkkk eu amo o pós menstruação mesmo. Me sinto até mais feliz. https://t.co/Ho4ZxU7lPy,178,0.5,0.6,Positivo
1027773857678147586,MYOUIBL0G,achei q ia ter teaser normal de i can't stop me hj 🤡,10106,0.15,0.6499999999999999,Positivo
3373929983,thi_rdsilva,"No flow, por onde a gente passa é show, fechou, e olha onde a gente chegou, eu sou, país do futebol negoo  Saudades dessa época",87,-0.13333333333333333,0.26666666666666666,Negativo
1598933976,ISpnola,@gusanito1972 @JelineKelinej #AhíLeHasDao 😜🤩. Feliz tarde queridas 😊😘😘😘,1175,0.8,1.0,Positivo
1002014852976730112,gbarrioss_,tô com um sono fora do normal 😴,853,0.2,1.0,Positivo
898176578,EduPCMC,"Roglic sozinho, não é normal",365,-0.075,0.6499999999999999,Negativo
1247520010475417602,Mateusrib04,Sempre no corre pra ver esse garotão feliz 🔥 https://t.co/OVavmB0QfZ,52,0.4,0.55,Positivo
1300564584034701313,elzsbuarque,Na moralzinha ?  Queria outra barquinha daquela de ontem ...  Se eu quiser eu compro né nega ?  Eu tenho q me fazer feliz e é isto 😌😪,7,0.36190476190476195,0.5952380952380952,Positivo
1254883638749134849,helwrier,"e sua forma de ver o mundo me faz dar um espaço em meu coração para admirá-lo e ama-lo. Feliz aniversário, Yuta ❤… https://t.co/7gjEgWV6js",411,0.65,0.8,Positivo
1241032967834800129,RafaelaLuccas2,como querem q eu seja normal e nao seja pirada se essas coisas doidas acontecem comigo?,63,-0.22499999999999998,0.7749999999999999,Negativo
1232691282180542464,FaelG13,"Amizade não é pra entender é apenas sentir  Mergulhar nas emoções de brigar, chorar, implicar e no final somente am… https://t.co/Axxh5EcJiw",10,-0.2,0.6,Negativo
1109849363679989760,vinnietalent,ela tem 12/13 anos e ele 18......... ISSO NAO É NORMAL VEI  https://t.co/bFrz8XLKxT,3421,0.012500000000000004,0.42499999999999993,Positivo
938916785738469376,rxnxncezario,@prettylittlerii @rochaav_ @DinhaSuZoldyck PRONOME NEUTRO É MEU PAU,843,0.0,0.0,Neutro
1191517571729821696,randicanon,@PasseraniSEP @SEPalmeirasBR mas quem negociou não foi o mattos? nao foi ele que deu 5 anos de contrato e pagou mai… https://t.co/05iavbs1jt,9,0.0,0.0,Neutro
1256213154541056002,katimts,"querido ex: eu não tô nem aí pra você, você me deixou insegura e insuficiente pra tudo e ao longo do tempo me curei… https://t.co/BUtlup53W0",723,-0.25,0.4375,Negativo
1162613190490054656,eitagrotto,parente que fala mais que a língua e não fica nem um tiquinho feliz pelas suas conquistas     que beleza 😍🤩,64,0.278125,0.5,Positivo
824186324,mano_britto,mais um dia normal na vida de criminoso do presidente de vcs https://t.co/t6i3EXSMby,10113,-0.125,0.6,Negativo
1069289971981398021,soodamforu,nossa kk se ele apagar isso metade do planeta vai ficar feliz  errou nessa dawn https://t.co/AKkDfqRyiI,2476,0.3166666666666667,0.5833333333333334,Positivo
2372461328,MandsSchilling,"""Afinal, aquilo que amamos sempre será parte de nós.""  ""Pode se encontrar a felicidade mesmo nas horas mais sombria… https://t.co/HXJFX468jI",1377,0.6,0.4,Positivo
237461541,crvgjuuju,"vivemos tempos de loucos amores, só é feliz quem sabe o que quer",1830,0.0840909090909091,0.85,Positivo
944015103137079296,loveyooongii,"Feliz aniversário meu denguinho, príncipe de Osaka, rei do Japão , EU TE AMO MUITO #ハッピーバースデー中本悠太 #YUTA… https://t.co/EGRlDMQdzI",2973,0.328125,0.5750000000000001,Positivo
1050385057737793536,otavvior,"meu ciclo te amizade é a coisa mais ????? do mundo, tem gay, sapatão, crente, hetero (mas trato como gente normal)",1710,0.31666666666666665,0.5333333333333333,Positivo
1090290952189681664,_beastsaber,@Quemvcdesejar Bom dia lu  Fico feliz Sim dormi e vc ?,1513,0.5,1.0,Positivo
211507185,jefissu_,"Eu não tenho pique pra ir dois dias seguidos a lazer pra praia, mas quando era pra fazer coleta de água eu ia feliz… https://t.co/eTOJCWdAWf",2560,0.0,0.0,Neutro
1250666673780260864,vsfyuta,@NCTsmtown feliz aniversário voa mlk quer texto vai ler a bíblia #esperando você no meu quatro rs 😏,2631,0.8,1.0,Positivo
120806550,prinoliveira_,"A vida inteira eu vi de perto o machismo. A vida inteira meu pai e meus tios buzinam para outras mulheres, com suas… https://t.co/HUv9YZXIwl",332,0.037500000000000006,0.3875,Positivo
1215801383762518016,annamirela2,Família normal: vamos comemorar seu aniversário hoje  Minha família: opa rock por 3 dias,172,0.15,0.6499999999999999,Positivo
176758072,EduLamas,"Começou a etapa final, faltam 14 dias. Continuamos no ataque, mas falta um pouco mais de objetividade pra atingirmo… https://t.co/7hqKDuAqIz",351,0.10416666666666667,0.6666666666666666,Positivo
1304398319108739077,ByKaisu,@eaigguk Meu Deus feliz aniversário amor tudo de bom pra você https://t.co/jhkRLo6Srb,1214,0.7666666666666666,0.6333333333333334,Positivo
1117792496564805645,Jauregaylmj1,@emerzou Gente KKKK isso é normal em reality,1112,0.15,0.6499999999999999,Positivo
1089273155280097281,ktygotic,amigo no pronome neutro é amige ou amigue?,3755,0.375,0.5,Positivo
859534135546830849,taeyongostosa,yuta meu chegado um beijo e feliz aniversario🌹,2262,0.8,1.0,Positivo
1277751895642300416,Lkparis1,“Dinheiro não traz felicidade”   Melhor triste em Paris do que triste onde eu moro,2287,0.06727272727272726,0.64,Positivo
210721252,louderli0n,@Kawangodoy meu deus 50 gays eu tô passado! suruba no campo de futebol haja espaço pra tanto gay transar,1563,0.0,0.1,Neutro
1291615130015412235,farinhafake,"@Yullalol sucumba, para de fazer live, fico feliz",80,0.4681818181818182,0.75,Positivo
968960478180495366,PJMRockwell,@iulgbt Super normal amg faço todo dia,637,0.24166666666666664,0.6583333333333332,Positivo
1194375032069349377,lukaskywalkeer,"@edmenezesg Sim mano, nunca achei que ficaria feliz por comprar uma estante",162,0.8,1.0,Positivo
1065956041664487424,vantefilter,@koogifav KKKKKKKKK ERA SIM A GENTE ATE SE SEGUIU NA MINUA CONTA PRINCIPAL Q ERA O WEBYOONGI  EU FIQUEI MUITO FELIZ… https://t.co/hw0O1Tls44,309,0.18333333333333335,0.31666666666666665,Positivo
1158620739580436480,anelimnah,"vei eu só queria meu patins p dar um role de porra loca, serio se eu achasse ele agora eu seria a pessoa mais feliz do mundo",367,-0.5111111111111111,0.7888888888888889,Negativo
1281255532976799745,_mayzinhaaa,Ana Keila ficou toda feliz kkkkkkkk,75,0.8,1.0,Positivo
854329044145516544,Vanuci2112,A Wilson entrar no mundo do futebol é interessante... Mas essa camisa do Wolfburg é brincadeira ! #ShowDoEsporte,5292,0.625,0.5,Positivo
1220393982582194176,safesurrea_,hoje eu venci mais do que o normal https://t.co/3YN7PVCSKj,383,0.325,0.575,Positivo
168704088,dafofawn,Felicidade do meu domingo é receber mensagem da sogra chamando pra jogar canastra,650,0.7,0.2,Positivo
124518362,perrillomalulo,"@Maritzapruebo Qta Normal, Stago",309,0.15,0.6499999999999999,Positivo
1304432655384145922,dear_peachy,é normal o dedo do pé ficar se mexendo sozinho? kahakkKkaajakkKKKKKKK,41,0.375,0.825,Positivo
1219374556751724544,nanapoesis,"eu fico zoando mas nao ligo se o nana usar snow ou nao, oq importa é ele estar confortável e feliz :)) se ele usa o… https://t.co/0qYolWJQf4",1228,0.5,0.75,Positivo
1293649052584808448,BrunoAl24436995,Isto é futebol perdemos mas não baixamos a cabeçada e depois fomos ganhar ...  Bailandooooo https://t.co/JuP9qu9XAb,112,0.8,0.4,Positivo
1074705129268543490,MyFirstYuki_,quantos “ oi ” eu recebo em 40 hora???  05 = flop. 10 = normal. 15 = conhecido. 30 = famosinho. 50+ = a fama em pessoa.  kibei e flopei 🌧️,20034,0.3833333333333333,0.7166666666666667,Positivo
1153081187402997766,crf_stefani,"Eu e Bruno briga, passa 10 minutos estamos se falando normal como se nada aconteceu kkkkķ😏😏",131,0.15,0.6499999999999999,Positivo
1250998440655556610,migueilirios,feliz aniversário @sifudertwter https://t.co/5yGLrTfufa,151,0.8,1.0,Positivo
1523235888,MrFabriicio,A gente não precisa de tanto pra ser feliz,710,0.8,1.0,Positivo
74430631,joderly,"@mvicca @Palmeiras Concordo contigo, e tenho uma sugestão: já que a diretoria está perdida e nenhum entende de fute… https://t.co/gZ25iVPpHc",67,0.0,0.0,Neutro
2979281098,sgfingers,"sendo sincera? changes é um bom álbum, muito melhor que o rare até. Ele serviu muito nessa era e yummy é uma das me… https://t.co/vxwZar5qqf",23473,0.5,0.625,Positivo
1206976281654571008,rowoonmyfantasy,hoje é um dia tão feliz pra ser br né deus abençoe,230,0.36190476190476195,0.6785714285714285,Positivo
859091104330809344,souzamarian4,se eu fosse bonita igual a virgínia eu ia ser feliz tá,1206,0.5166666666666667,0.8333333333333334,Positivo
2882767985,ednmelosp,@bso_crf @Flamengo @CBF_Futebol Quando Zico falou que o flamengo tem que peirar a CBF e não aceitar essas palhaçada… https://t.co/fyFBrof3w2,36,0.0,0.0,Neutro
1101312825060937728,rayssa_emv,nem ta feliz a criança,60,0.8,1.0,Positivo
1245766998421901312,ephiphaneia,@wwxsouls essa pessoa não encontrou a felicidade ainda,500,0.7,0.2,Positivo
2876558775,la_sustenido,@amoriiiiiiim @espn @modooborahae @MLB HAHAHAHA  em algum lugar da coreia do sul tem um jiminnie muito feliz por se… https://t.co/BGf5jIkd5s,51,0.6,0.75,Positivo
1243921082782035968,Lee_TheDutchess,@onllyhop ACHO NORMAL ELA LINDO É O JAKE!!! PARECE UM BONECO!!!,1299,0.575,0.7749999999999999,Positivo
1318597667539341312,jescalrp1,caralho to feliz p porra agr,85,0.0,0.7333333333333334,Neutro
2817922403,bailedoplockt,@bamberguita Feliz aniversário!!!!,132,1.0,1.0,Positivo
1927940736,Peitosdapoca,"Matei a saudade da pocah e da minha tropinha, já posso ir trabalhar feliz 🥰🥰🥰",919,0.8,1.0,Positivo
3255076193,deiazita_,A dor q eu to sentindo nos meus dedos é fora do normal 😔,2882,-0.25,0.5,Negativo
744680891939688448,henry_sktt,"Mano, se tiver mais uma liberação antes das férias eu vou ser o homem mais feliz do mundo",1119,0.5,0.5,Positivo
731944637091467268,givent0_fly,"@yorkknow total, vc tem razão. eu cheguei num ponto onde eu vejo as pessoas voltando a viver normal e só consigo pe… https://t.co/emUiK353hj",35,0.14523809523809525,0.6452380952380952,Positivo
1954908680,larissallessa,cada foto q o cevans posta do dodger eu fico imaginando nós 2 acordando ele fala BOM DIA AMOR TE AMO AMOR o dodger… https://t.co/s3XX313qkn,484,0.55,0.6000000000000001,Positivo
1235175753421074432,louissweety_,"@swiftomlinsun a sociedade é meio heteronormativa, isso é péssimo  você nasce e as pessoas já esperam que você seja """"""""""""normal""""""""""""",395,0.15,0.6166666666666666,Positivo
4604399543,zidane_maxwell,@pista_reporter Porra apresenta projeto para chineses eles são loucos para controlar o mundo futebol é grande porta… https://t.co/8w6Gr03T6P,34,-0.19999999999999998,0.3333333333333333,Negativo
1058539384826421255,conscientgremio,"@SeuPereiraReal Tomara que o R10 renove até 2021 com aumento. Ele feliz, Renato feliz, torcida feliz.  Bagé bobo.",919,0.4750000000000001,0.96875,Positivo
1205423197539225600,Elton_P20,Pq @CBF_Futebol pq não houve pressa de marcar JG com 48hr? https://t.co/NYGLcDoEPA,273,0.0,0.0,Neutro
2992657126,matheus0323,Com os dementadores sugando minha felicidade todo santo dia https://t.co/0NZieKmZAP,104,0.3142857142857143,0.20714285714285713,Positivo
1280692201819963392,yoongifairy_,Feliz aniversário para meu anjo para a pessoa com uns dos melhores sorriso eu te amo mais que tudo vc e coisa mais… https://t.co/HkJHmel8VY,1031,0.62,0.5,Positivo
482921141,limanther_ls,treinei mais de 50%  felicidade define pra quem não tinha consegui nem chegar na metade ontem 🤍🤍🥰,94,0.3444444444444444,0.28888888888888886,Positivo
1299437110152376320,docezoeamarga,"""Uma mulher como aquela merecia uma chance de felicidade no outro mundo, mesmo que não pudesse pagar. Já tínhamos e… https://t.co/mtpz5WYq3s",879,0.2875,0.2875,Positivo
1171191687403724801,stunningany,meus favs postando foto mas não consigo ficar feliz vendo a lisa assim ela não merece passar por essas coisas odeio… https://t.co/rKSuJ6dVI2,508,0.8,1.0,Positivo
1283617359991840768,artsgiranu,"aaa mto feliz pelo meu giranu, elas merecem❤✨ https://t.co/1kjbqKj6sl",507,0.8,1.0,Positivo
1080499447694610432,ehamand4,@tonellobruna jogador de futebol,221,0.0,0.0,Neutro
987116544458153985,mxryjk,quantos “ oi ” eu recebo em 1 hora???  05 = flop. 10 = normal. 15 = conhecido. 30 = famosinho. 50+ = a fama em pessoa.  kibei glr,745,0.3833333333333333,0.7166666666666667,Positivo
3397421225,xxktzd,@zentsix sim foi o mais normal q eu ja tive,509,0.325,0.575,Positivo
886278179593363457,MariSagae,@_sharpeyevans muito feliz com esse feedback!!! Aproveite sem moderação 😂❤️🙌🏽😎😍🥰🥳🙏🏽🤪😏😘👍🏽,609,0.7,0.75,Positivo
1228726773153746947,mariwooyu,"Feliz aniversário ao dono de um dos sorrisos mais lindos da neocity🎉🎉💚💚  Parabéns meu amor, te desejo tudo de bom💚… https://t.co/2btYJrk3mD",24,0.6625,0.775,Positivo
3025722603,CloudsRockwell,Feliz com o feat sa Ariana e do Abel. Espero que seja tão bom quanto Love me harder,285,0.475,0.55,Positivo
3404325791,gaatorress,"Resolver alguns problemas na amizade com um amigo da uma felicidade do caralho, me sinto bem mais de boa.",43,0.6,0.35,Positivo
1055993284135452672,dandarahiginoo,@icarovp12 FELIZ ANIVERSÁRIOO,106,0.8,1.0,Positivo
1310247728534958080,cutiesheyoon,any gabrielly feliz e descontraída = gatilho. 🥺 https://t.co/PPnNgSOcs5,340,0.8,1.0,Positivo
2542207162,guimartinez7,kkkkkk eu tenho nojo da cbf  @CBF_Futebol podre podem tentar prejudicsr a gente de todos os jeitos vamo ganhar td d… https://t.co/3FCfnDOsoF,374,0.8,0.4,Positivo
2451504867,_ruan43,“Em outubro tudo voltará ao normal”  Outubro: oitavas de final da copa do Brasil em um domingo a tarde. 😳  Clube pa… https://t.co/Lmrl3PQIEg,411,-0.016666666666666673,0.3499999999999999,Negativo
349860333,jairjosem,@LuizFlvio14 @rdrumond73 @bso_crf @NunoF80 @Flamengo @CBF_Futebol Se o Fla jogar final de libertadores e Copa do Br… https://t.co/h7GSTUZrYF,113,0.0,1.0,Neutro
1295956427836710912,thainasakamotto,Melhor dia pra mim é domingo kkk não sou normal né 🤷🏻‍♀️,171,0.40357142857142864,0.49523809523809526,Positivo
1105254514452545537,sangh0st,"Cheguei na metade de Os Quatro Grandes em poucos dias, tô feliz demais. Mais tarde vou ler mais um tico já que não… https://t.co/AYtmur1QRx",455,0.12000000000000002,0.24,Positivo
77296700,_kellymanhaes,@eujj157 Normal kkkkk,321,0.15,0.6499999999999999,Positivo
1011058424182919173,BTmarola,mas tem gente q não pode ver ninguém feliz q sofreeeeee,5191,0.8,1.0,Positivo
1235735509,CivelloMrs,A cada dia q passa eu sinto q fiz a escolha certa e isso me deixa feliz,366,0.5428571428571429,0.7678571428571428,Positivo
302775976,AnabeliRoman,@ClauArrazola Feliz domingo Claudita https://t.co/LZWWwYPSRZ,10815,0.0,0.0,Neutro
1104598865968353281,chittanew,"o apartamento do meu tio e tia é tão lindinho e arrumadinho, fico feliz por eles terem conquistado isso :((",1051,0.375,0.95,Positivo
2178536019,pedrosolagarcia,Sonhei q tinha quebrado o celular acordei ele tava inteiro fiquei feliz,66,0.2,0.7,Positivo
1102085712,niltinhomadu,"@patrick_1972 Pergunte ao conselheiro vitalício do São Paulo FC e atual presidente da @CBF_Futebol , o senhor Rogério Caboclo!!!",383,0.0,0.4,Neutro
1198717092717113344,FlaTTreal,@DanyelleGaliste @ificouldfly2011 @SincreroCrf1895 @Atletico Feliz aniver5ário. Data que será lembrada eternamente.… https://t.co/U8U2Ytmrsy,38,0.0,0.0,Neutro
1086319205941739520,giihcoliv,@quel_jardim AYYY raquel parabens ce é incrivel gata amo conversar c vc feliz aniversarioh,322,0.6333333333333334,0.8333333333333334,Positivo
1298764396584480770,littyshua,"e por todas as vezes em que foi quem  me confortou e me fez sentir em casa. Por favor, seja feliz.  eu te amo ♥︎",661,0.7666666666666666,0.8666666666666667,Positivo
806657870930518016,natmedaffonso,"Nunca deixei de sair por conta das minhas espinhas, mas o que tá acontecendo com o meu rostinho não é normal kkkkak… https://t.co/hOFdKVmDw3",271,-0.075,0.6499999999999999,Negativo
258874367,gelipeferez,Agora muitas vezes pergunto: – Será a erva que me faz feliz ou eu já tinha uma tendência pra felicidade?,181,0.75,0.6,Positivo
914256249218375680,sarzsccp,@arrvscaetz mas a gente tem moral o suficiente pra citar o futebol feminino do corinthians contra qualquer time mas… https://t.co/M7sZINqu4e,2416,0.0,0.5,Neutro
828005637330239488,exowcbx,cara eu to triste e feliz ao mesmo tempo,6043,0.10000000000000002,0.7083333333333334,Positivo
998051698168999937,DulceSnchezGue1,Feliz feliz,208,0.8,1.0,Positivo
103103345,foll0wthewater,"Descobri que um amigo meu me ama Tipo, eu sabia que ele gostava de mim, mas nunca imaginei que algum dia ele fosse… https://t.co/rJ8ojaoiVq",999,0.6,0.8,Positivo
1320145092104097793,ErickLindemann2,É normal ir 11hrs na padaria?,19,0.15,0.6499999999999999,Positivo
1004516674685624321,ddromagna,"@solracif1 A IA não é um elemento neutro, ela é um elemento moldado por humanos, a partir de ações humanas, então t… https://t.co/jO93iycbhG",156,0.0,0.1,Neutro
133000513,LacerdaKadu,@denysvasco @AndyAllah E se ele fizer igual a mais Vasco fez e não falar quem vai ser o Vp de futebol?,405,0.0,0.125,Neutro
735105884733513729,MCaapistrano,@palmeirasonline Parabéns pela atitude.  Se qualquer perfil que eu sigo passa a compartilhar política ao invés de f… https://t.co/ked9FLIvw8,26,0.0,0.0,Neutro
4889146090,Akamezinha,@Syurinkyx Vou dizer só mais uma coisa: cuidado cis 👻👻👻👻 pronome neutro vai puxar seu pé de noite cis 👻👻👻👻👻 buuuuu… https://t.co/AaKNmYHWY9,684,0.5,0.5,Positivo
860590512864100353,exodusjnk,@NCTsmtown feliz aniversário meu amor 💚💚💚💚💚💚💚💚💚💚,527,0.65,0.8,Positivo
