ID,Usuário,Tweet,Seguidores,Polaridade,Subjetividade,Sentimento
890959727462686724,manipuliara,"Dica se hoje: n seja gado de mulher preta que reproduz racismo, ela continua sendo uma filha da puta é tu, preto, q… https://t.co/NghDAVntwn",419,-0.16666666666666666,0.43333333333333335,Negativo
1245095481669226501,ziggyreborn1,@DireitaBrasil @jdoriajr Os paulista tem mais que tomar no cu mesmo. Tomara que o estado ainda ganhe o processo. Va… https://t.co/XdKwv9VSHc,167,0.4,0.35,Negativo
1203817123484700672,tailjnha,o jogo é so as 18h15???????? ????? vao se fude nessa porra vai toma no cu nessa porra quem inventou de ter jogo qua… https://t.co/IV0KQVfOHT,110,-0.26666666666666666,0.6666666666666666,Negativo
891457244671430656,AghataG18,FILHA DA PUTA LINDA DO CARALHO OLHA SÓ PRA ESSA BELEZA MEUS AMIGOS TOMA NO CU QUE BELEZA DIVINA PELO AMOR DE DEUS S… https://t.co/ypjbdczK0h,304,0.033333333333333326,0.7333333333333334,Positivo
1245223427205664770,dictpoesie,Sério que baleia azul voltou? Vai se foder vey chega em mim pra você ver se eu não te enterro no núcleo da terra filho da puta,11120,-0.18333333333333335,0.3416666666666667,Negativo
1235347187544051722,bitchzur,vc que inventou essa moda do png vai tomar no seu cu seu filho da puta eu não consigo fazer essa merda não e novame… https://t.co/YhvD3cvsQO,6518,-0.2,0.8,Negativo
926878641451163648,ogabrielno,"baleia azul é a sua mãe, seu vagabundo. vai procurar um emprego, vai capinar um lote, vai lavar os pratos, arruma t… https://t.co/Yt0I7bgNcF",85,0.0,0.1,Neutro
1160809154459635712,natacitouofc,"VEZ E EU JÁ PUTO PRA CARALHO PUXEI PELO CABELO E COLOQUEI NO BANCO E FALEI: SE SEGURA ANÃO FILHO DA PUTA, VAI FICAR… https://t.co/79apwy9zI7",225,-0.16666666666666666,0.6,Negativo
192740272,BADEUZ_,finalmente liberei os filhos da noite puta que pariu demorado pra caralho essa merda se fuder,940,-0.2125,0.7250000000000001,Negativo
1315377270991794180,bamonsalvatorex,"ai sinceramente esse pessoal que fica com essas brincadeiras idiotas de baleia azul são tudo uns filho da puta, o m… https://t.co/ddnhXd9U49",219,-0.055555555555555546,0.47777777777777786,Negativo
883484585308418048,RMartinzZz03,"Tava stalkeando a @debdrosa agora e puta merda que gata do cacete mano, vao olhar a foto de perfil dela mano que li… https://t.co/VPY52FfLE5",517,0.042857142857142844,0.6678571428571429,Positivo
914532306802630657,GruchThiago,"Mano que ódio como as coisas são injustas, um bando de filho da puta vão se encontrar sem máscara se pegando as 3 d… https://t.co/s0FYXQsjis",51,-0.65,0.95,Negativo
1208063869446434819,maju_mandaliti,"eu amo a forma que o karma negativo funciona, pode demorar um ano, vai o que você fez de errado vai virar contra vc… https://t.co/A2QgsBsXb8",144,-0.09999999999999999,0.6333333333333333,Negativo
1243337771747627009,feyreachdear,VAI SE FUDE ESSA PORRA DE baleia azul BEM QUE EU TAVA SUSPEITANDO QUE OUTUBRO TAVA MUITO PARADO. VAI PUTA QUE PARIU SEU FILHO DA PUTA,411,-0.26666666666666666,0.5,Negativo
728635556658352128,gothspaghett,eu odeiOO FA DE LIL PEEP VAI SE FUDER SUA CRIANCA FILHA DA PUTA DE TREZE ANOS CARALHOOOOOOOOOOOOOOOO ENFIA O MONSTE… https://t.co/nuU4hHPI6w,190,-0.35416666666666663,0.49999999999999994,Negativo
3063295463,GabriellCrook,"@uchihadocaralh0 pra que privar? é só eu falar fodase, não quero jogar, vai se fuder, enfia esse jogo do caralho filho da puta no cu",114,-0.4000000000000001,0.5333333333333333,Negativo
1294788660550828033,wooprfect,vem com essa de baleia azul pra cima de mim que eu meto a porrada vei slk sobrevivi ate agr pra vir um filho da put… https://t.co/HyvvNtXXXu,3279,-0.1,0.45,Negativo
1201985994062548994,jaehyungogh_,vem com essa de baleia azul pra cima de mim que eu meto a porrada vei slk sobrevivi ate agr pra vir um filho da put… https://t.co/oRFXjpPbxc,3032,0.0,0.1,Neutro
898332637730926594,anakinvxder,quem foi o filho de uma puta que colocou inseto na cabeça da mulher na minha tl vai se foder tô toda travada com gastura,2534,-0.4,0.6,Negativo
1310351586833698817,wizardxrusso,karoku filho da puta abusivo do caralho some da vida do nai sem mais nem menos e ainda quer mandar nas amizade dele… https://t.co/hfjPQNvQ3C,11,0.2,0.1,Negativo
1079874284749815809,gabriiel_bohrer,@sou1libertario @FelipecOjeda Eu só quero viver o melhor possível.  Se votar em um filho da puta (político) que vai… https://t.co/0XaL9O73cf,123,0.37878787878787873,0.3,Positivo
1099178026242314240,eiowska,QUERO MAIS É QHE SE FODA FILHO DA PUTA DO CARALHO ARROMBADO DA PORRA IDIOTA NOSSA VAI SE FUDE MALUKO QUE ODIO SERIO… https://t.co/NvQXEhWABd,10,-0.3,0.62,Negativo
1059826447555141632,BornToSave_BTS,esses filho da puta nao se contentam com furar a quarentena e nao usar mascara eles tem que fazer barulho pra incom… https://t.co/MOuyGkqjbn,1445,0.0,0.0,Neutro
1140045381184761856,FB_duh_corte,"Vai se fuder seu filho da puta uma hora dessa falando merda , ele não é, e nunca vai ser melhor do que o Miteiro ❤️🖤 https://t.co/Yg9j2it5Fh",249,-0.03333333333333336,0.6333333333333333,Negativo
909438571500724226,botwiththerod,"Você já tem vários outros o que comprova mesmo é que colocaram uns sprite horroroso, diminuíram mapa em troca de fa… https://t.co/gZf2kQ0iDO",38,-0.2333333333333333,0.3333333333333333,Negativo
827321387916394500,canday4pple,"Puta que pariu pq c****** militante é tão insuportável??????  Vai se fuder porra, a vida de vcs não gira em torno d… https://t.co/eALMV4JIMO",222,-0.30000000000000004,0.7,Negativo
911256941141340161,sereiaadoya,"@HarpiaMetal @ligeirinho_mike @pagufrida @FotosDeFatos Vai Tomar No Se Cú Filha Da Puta,cristão de merda vocês não… https://t.co/3elwBNWov5",135,-0.1,0.4,Negativo
317267451,icarocsa,"@RodrigoMaia Seu filho da puta vá colocar em pauta as MPs e trepar com sua porca e largue de se meter no executivo,… https://t.co/acdgjET3jO",42,0.0,0.0,Neutro
1319489515959046145,psycheons,oq me da mais raiva eh que sempre vai ser assim usam ele pra ganhar likes mas pra apoiar ele os trabalhos solos del… https://t.co/Iw0KjKHnPk,42,0.8,0.4,Positivo
1165063044961054720,nahbeah,Tem hrs que eu sinto uma falta desse filho da puta vai se fudê,70,-0.4,0.6,Negativo
1200746519412006912,itsjokebitch,vai se fude cu da buceta do caralho do inferno da porra da puta que pariu do saco,481,-0.5333333333333333,0.7333333333333334,Negativo
1086301891108184065,feellswellsy,Vai que ela ainda estivesse viva e puxasse minha camisa? Ou pior: tentasse me puxar para debaixo d’água?  VAI TOMAR… https://t.co/0izOJOEIPQ,1871,-0.15000000000000002,0.5,Negativo
1277776841240203267,natsupng,"@sweetxbitterxx @itsmecanddie PORRA VAI TOMAR NO MEIO DO SEU CU, IDIOTA DO CARALHO  TU NÃO VÊ QUE ELE TÁ MAL? PORRA… https://t.co/W8uFV6nxk0",714,-0.6,0.65,Negativo
1213106967989768192,annaluannyg,"É impressionante como você fala merda, cara. Você só mexe esses teus dedos pra escrever bosta, puta que pariu caral… https://t.co/Q6j6T7Xha5",5,0.0666666666666667,0.8333333333333334,Negativo
1287512146981593088,_lilkusho,ODEIO O GAARA VAI SE FUDER ODEIO MORRE SEU FILHO DA PUTA MORRE SEU DESGRAÇADO RIDÍCULO ESPERO QUE VC SOFRA 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,7,-0.5833333333333334,0.85,Negativo
1314303173545336869,artiejks,"VÉI SE ALGM TE MATAR NO AMONG, E VC TIVER JOGANDO JUNTO COM UM AMG &gt;NÃO&lt; FALA QUEM MATOU. ISSO ACABA COM A GRAÇA DO… https://t.co/8xeMpCeJud",260,0.0,0.0,Neutro
1250124356375674888,mrprince01303,"tabelinha de palavrões de 0 a 10, quanto você usa?  vai tomar no cu: 9 porra: 7 caralho: 10 buceta: 3 puta que pari… https://t.co/GxAojJ9MSh",60,-0.025000000000000022,0.6,Negativo
1247670491315396608,_cabecadealga_,"tabelinha de palavrões de 0 a 10, quanto você usa?  vai tomar no cu: 9 porra: 10 caralho: 10 buceta: 5 puta que par… https://t.co/O7FDFp54f3",371,-0.20000000000000004,0.4666666666666666,Negativo
934420966599528448,kishiingari,"tabelinha de palavrões de 0 a 10, quanto você usa?  vai tomar no cu: 10 porra: 10 caralho: 10 buceta: 4 puta que pa… https://t.co/fdfOQwaOf2",1714,-0.20000000000000004,0.4666666666666666,Negativo
884897117449355264,fineswiftie,"tabelinha de palavrões de 0 a 10, quanto você usa?  vai tomar no cu: 10 porra: 10 caralho: 10 buceta: 1 puta que pa… https://t.co/D7ZFSPnPKo",1464,-0.20000000000000004,0.4666666666666666,Negativo
1125539812625330177,Fimosehead,"como que pode as cagada do akira que gato cagão da porra ele caga muito fedido, faz mais de 20 minutos, ainda ta fe… https://t.co/z0htaMO0sS",1307,-0.10000000000000002,0.675,Negativo
4153208356,perolajoy,"ah, vai se fuder que eu tô em casa direto fazem 8 meses e vc PRECISA dar rolê com os seus amigos e BeBeR pq vc é um… https://t.co/6IXjP7oYlb",64,-0.1,0.5,Negativo
1434117655,lenastx,Eu Nunca... é uma puta série porque tu acha que vai rir com um clichê adolescente mas acaba chorando igual uma vaga… https://t.co/JHSKOcBPZj,309,0.22500000000000003,0.3625,Positivo
973749423967752192,louistcurve,"VAI TOMAR NO MEIO DO OLHO DO CU, ELA LITERALMENTE ACABOU DE DESCOBRIR QUE O JEM &gt;MORREU&lt;, E TR4NS0U COM O WILL NEM… https://t.co/wOIvXU5ve1",1317,0.0,0.0,Neutro
750812135417085953,ParaSempreAnnik,"que lindo a família se unindo pra fazer o casamento acontecer, amei o plano da debbie de noiva kkk o pai do mickey… https://t.co/NuNNuZ2sLd",1878,0.7749999999999999,0.9,Positivo
1221062034617446400,littlemeawgi,MIMADO DO CARALHO ELE AGORA TINHA QUE DEIXAR AS PESSOAS MORREREM PRA NAONTE DEIXAR MAGOADINHO SEU FILHO DA PUTA EGO… https://t.co/Babm3SkqqR,691,-0.19999999999999998,0.6499999999999999,Negativo
1214647916301824003,gamirandola1,"vai todo mundo se fuder, to feliz, pra vc que é militante branco de tt, chupa meu pau filha da puta",60,0.13333333333333333,0.5333333333333333,Negativo
969307806087172096,armys_doidas,"Os militares de plantão vindo aí ..... gente meus Tweets quase nem pegam 10 favs por isso respondi, pq eu achei que… https://t.co/QlN2Or2Yj5",901,-0.19583333333333336,0.3208333333333333,Negativo
2301288511,TriniDemDrey,Uns vizinhos FILHA DA PUTA falando mais alto que a PUTA QUE PARIU as 02:25 da manhã que MIZERAAAAAAAAAAAAA SE FUDER PUTA MERDA,236,-0.20000000000000004,0.4666666666666666,Negativo
1081796986397966336,seoji4eva,cara eu tô puta pensando nas respostas que já me deram quando eu falei sobre meu nervosismo p falar... é impression… https://t.co/8KDhBbHUrY,715,0.0,0.0,Neutro
1147693931569831937,analaurasgata,"@alicebbraga que filha da puta mano, vai se fuder",249,-0.4,0.6,Negativo
1080240942597263365,gscnat,"seloco mano........ ouvir alguém falar que abuso é NORMAL traz uma porrada de sentimentos ruins, vai se fuder mano… https://t.co/aIoAgFCI8n",502,-0.3166666666666666,0.6388888888888888,Negativo
1231360998659018756,swcalisto,@ohseduct 💌ˀˀ @-ah! se eu te pego &gt;&lt; eu sento tanto ♡... ⃕  nesse seu pau rosado ㅋㅋ que você vai gemer ☁️ tão alto… https://t.co/GMRW7rYMZe,2268,0.0,0.0,Neutro
907801972715253761,ILRuschel,FILHO DA PUTA QUE DIRIGE BEBADO E POE EM RISCO A VIDA DE OUTRAS PESSOAS VAI TOMAR NO SEU CU QUER MORRER SE JOGA DE UMA RIBANCEIRA,258,-0.125,0.375,Negativo
1221116030560489473,RIPotavioxi,O menino quer me * mas não quer comprar a * e ainda disse que se eu quisesse eu que compraria???????? Quem vai * é… https://t.co/ozYNAISB0S,65,0.2,0.1,Positivo
1094011598077865985,JuliaPupio,Sinto que me apeguei dmais a vc e crie uma dependência emocional muito fudida✨agora você tá cagando✨e eu chorando f… https://t.co/EHduDsohFl,136,-0.06666666666666667,0.6983333333333334,Negativo
945348162243432448,creatifkoo,"que se foda tudo também, vai tomar no cu filho da puta vai se foder vai pra casa do caralho que merda se fode se fode porra",3735,-0.36666666666666664,0.6333333333333334,Negativo
765013070599127045,Lilis_txt,O ÓDIO QUE EU TO DELA AGORA NÃO TEM COMO SER COLOCADO EM PALAVRAS PUTA QUE PARIU MENINA CHATA DA PORRA SE FUDER,172,-0.7333333333333334,0.8333333333333334,Negativo
1032643617347842049,sympanmoony,EU VOU PEGAR E ESFREGAR A CABEÇA DESSA CRIANÇA NOS ASFALTO  ENFIA ESSA BOMBINHA QUE VOCÊ ESTA TANCANDO  A ESSA HORA… https://t.co/ILxsesTejf,1107,0.0,0.0,Neutro
1266231158720925696,FBEMM3,"Vao aparecer várias fases , várias pessoas uma delas vao te marcar , a vida vai te derrubar 1.000x , mais isso tudo… https://t.co/VAy5rYhPZv",342,-0.051851851851851864,0.09629629629629631,Negativo
1184233986308096000,Ravenaaa6,Mano... vai toma no CU vai se FUDE vai pra casa do CARALHO filho da PUTA ARROMBADO CARALHO MERDA BOSTA BUCETA CU QUE PORRA,103,-0.36,0.64,Negativo
1304902782340812800,talvezlouco,"@VickAOpressora Maria, eu sei que você treme Sempre que o Galo vai jogar Eu vi Riascos ir pra bola E o Victor de bi… https://t.co/TF51jCrGLK",27,0.0,0.0,Neutro
1052798708,Amassyxups,Idade não define maturidade mas vai se fuder a diferença é fugir da regra vai ser criança estupida na puta que pariu,895,-0.6,0.8,Negativo
1217803875144601601,luanhen20152707,Penteei a porrra do meu cabelo na porra do ódio do filha da puta que pegou vai se fuder,141,-0.6,0.7666666666666667,Negativo
4913890354,hiteteco,NÃO GOSTA DE PALAVRÃO?  CU CARALHO PORRA BUCETA PINTO É.. BUCETÃO ME AJUDA JOÃO CARLOS FILHA DA PUTA PUTA QUE PARIU… https://t.co/cH6uMWAlgF,294,0.0,0.0,Neutro
1274838586240745473,pipebritto_,"@kiradyeus @joeyvoir textão oq seu filha da puta, gasto no max 30seg fazendo esses “textão”, tu faz follow trick e… https://t.co/hnGuTphEdM",157,-0.1,0.1,Negativo
946843270050648069,esquesoyvasca,porra merda cu buceta caralho filho da puta me perda puta que pariu caralho porra vai se foder,486,-0.35,0.65,Negativo
1174257011753664514,alemarmitada,"@gcfkthsunshine ele disse literalmente isso: vai ser surtado na casa do caralho, nao nas minhas mantions.  eu posta… https://t.co/bIdIZdLIW2",1133,-0.6,0.8,Negativo
1156249682789765121,rafaveiga30,ler no tt que quem não usa camisa oficial do time não é torcedor de verdade foi uma das coisas que mais me deixou p… https://t.co/7btjZ5zke7,206,-0.05,0.15000000000000002,Negativo
75012431,SergioBotelhobr,@RodrigoMaia Vai tomar no cu corruPTo filho da puta! Que se foda no quinto dos infernos Chileno vagabundo!,420,-0.5,0.6,Negativo
1241401092942028806,Luh_Manchester,"Pprt se um dia eu tiver um filho, fazer de tudo pro o pai dele não ser escroto que nem o meu primo, que larga o fil… https://t.co/oIl6OcHFBB",463,0.0,0.0,Neutro
1278464987019857921,dolphining,garoto se eu te pego eu sento tanto nesse teu pau rosado vc vai gemer tao alto que o som vai ultrapassar a estratos… https://t.co/DkmOqWKFhr,660,0.23333333333333336,0.4666666666666666,Positivo
3053539425,_CScarpelli,"Ucraniano, russo, mongol, etc são línguas lindas, puta que pariu   MAAAAS vai se fuder que pronúncia difícil, a pio… https://t.co/XwdWZlHEAg",74,-0.012500000000000011,0.65,Negativo
163723696,alebasib,- vai se fuder  - seu grandessíssimo filho da puta  - coitado do Faísca - de ter que te aguentar https://t.co/BNXfcnZWoR,204,0.0,0.65,Neutro
803032298719444992,BulletClubIta,"""Controlar a doença a gente controla, mas e pra controlar a fome""   Ah não mané, vai se foder olha a merda que esse… https://t.co/7okzKv2RpP",10051,-0.4,0.6,Negativo
1253037785134628866,R0LLlNGTHUND3R,@pastheticz @baldkurapikagf enfia três ventilador no cu caralho eu te odeio tanto vai se fode mete uma tora de made… https://t.co/mtpoBT4GtC,365,-0.6000000000000001,0.75,Negativo
1303730733723377672,solecupid,💌ˀˀ @-ah! se eu te pego &gt;&lt; eu swnto tanto ♡... ⃕  nesse seu pau rosado ㅋㅋ que você vai gemer ☁️ tão alto que o som… https://t.co/VyuzGm3CY0,3069,0.0,0.0,Neutro
946382505338339328,govitor,[24/10 23:28] Bruno Sirino: QUE MERDA É ESSA CARALHO? [24/10 23:28] Bruno Sirino: Vai se foder menó [24/10 23:28] B… https://t.co/VasDu8dhoc,202,-0.4000000000000001,0.6,Negativo
1107366098469560320,LaraSchwenne,"Caralho, inspiração vem do além mesmo, acabei de terminar a reescrita da última redação que a sora passou, sobre ca… https://t.co/BJLLxoW4Kf",258,-0.2,0.3333333333333333,Negativo
148147107,michelleanelli,"Minha vo só é boa pra minha tia primo e prima quando eles precisam de dinheiro, quando não precisam, eles querem qu… https://t.co/GGWKLvxZge",70,0.35,0.8,Positivo
762971448780652544,Ib__Me,minha audição é boa pra caralho se tem um carro na puta que pariu eu escuto O PROBLEMA É ESSA PORRA DE CHURRASCO AS 23 HORAS DA NOITE,1707,0.04999999999999999,0.7000000000000001,Negativo
938165959512162304,BTScene_BR,ME DESCULPA OS PALAVRÕES GENTE MAS EU JURO QUE EU NÃO AGUENTO MAIS ESSE FILHO DA PUTA DO TWITTER SE ELE DERRUBASSE… https://t.co/YLBbMlBLlL,26742,0.225,0.275,Negativo
887811096639361025,angelusvb,"@jairbolsonaro Maluco vai tomar no teu cu, foi por esse posicionamento anti-vacina que tu provavelmente virou esse… https://t.co/PVDwkK5NB8",244,0.0,0.0,Neutro
1083915981074911234,renanight_,@edweirdohtr Agora se for quem teve mais votos morre instantaneamente quem tiver mais valores morais e bom caráter… https://t.co/Do96khwWFf,57,0.33999999999999997,0.5033333333333333,Positivo
1267185571929169920,Lisy65697663,piggy vai toma no cu eu te odeio sua desgraçada filha da puta estragou o roblox esses merda de pet também que vcs t… https://t.co/Zzikcqe5Il,4,-0.5,0.8500000000000001,Negativo
3534900256,zlucaslacet,eu: prometo falar menos palavrão.  qualquer cs me irrita*  eu: vai se fuder filho da puta arrombado pq tu não vai p puta que te pariu,32,-0.3416666666666667,0.41666666666666663,Negativo
726464762498957313,EXOLYXIN,vai se foder todo mundo que falou mal do taeyong do baekhyun e mark seus bando de filho da puta tomara que exploda boa noite 😍,8280,-0.0666666666666667,0.7333333333333334,Negativo
1292238565036953601,yoomin90s,@_lunasolar VAI SE FUDER TOMA NO CU ENFIA UM ROJÃO NO CU E EXPLODE QUE FILHA DA PUTA,512,-0.5,0.7,Negativo
803741713349177344,Felipe_art3,"@jelplol claro que o filha da puta vai tentar se desculpar depois, vc tem é que se fuder seu merda",5,-0.20000000000000004,0.4666666666666666,Negativo
1254459912899440640,villevante_,"aí eu só acho desnecessário, quiser espumar, espuma na tua casa, se ele se sentiu incomodado com oq vc fez, vc não… https://t.co/0Ovj4lJDsx",333,-0.45,0.95,Negativo
786579779663327233,Brunao13Galo,Se não gosta de palavrão que me silencie.  Pq essa desgraça desse time não vai da em nada. Sasha filho da puta. Mar… https://t.co/GsnJBwJXAS,3139,-0.6999999999999998,0.6666666666666666,Negativo
950095550350790661,pinkforboys,vai se fude filho da puta vc enfia a sua mao dentro do cu e faz do re mi fa se nao tem o que fazer mas nao me irrita,161,-0.4,0.6,Negativo
1063504117614690304,OtakuCabassauro,@Kkkaralh @HellPistol @KakaxeRataque Se o filho da puta vai pagar 5K num console pra parcelar em 72 vezes ele tem que se fuder mesmo,15,-0.4,0.6,Negativo
884228942869254146,_Dulliuss,"mano vai se fuder, que raiva eu sinto de gente que coloca TUDO NO DIMINUTIVO ""queria comer uma pipoquinha"", ""fiz as… https://t.co/glkkqWfgGA",1404,-0.55,0.4,Negativo
1208893688539230208,camile132802,@jiminofilter Aqui uma army que faz boxe 😗✌ e que se vê aquele filho da puta vai fazer ele comer o asfalto até ele vira gente,1501,0.0,0.0,Neutro
998374371478704128,campodepapoulas,NA MORAL SE VC É MINHA PROFESSORA DE PROGRAMAÇÃO EU ESPERO QUE VC SE FODA PQ EU TINHA AULA COM O REGIS NAO COM VC.… https://t.co/v8lGqDx0jk,174,-0.2,0.425,Negativo
1083085897195761672,jayhaein,não é tão bonito é o buraco do teu cu que eu vou metralhar sua filha da puta desnecessária da porra o vai toma no t… https://t.co/Ji9XTX5UFm,985,0.22499999999999998,0.95,Negativo
1280951195784355840,valentimsallow,"EU QUERO QUE VÁ SE FUDER ESSE FILHO DA PUTA DE MERDA, ESPERO QUE QUEIME NO FOGO DO INFERNO ESSA PRAGA FILHA DO CAPI… https://t.co/EE9NauKaGn",90,-0.30000000000000004,0.7,Negativo
1000470546684039169,xlaurabranco,ATENÇÃO VÃO TIRAR JARDIM DE METEOROS DA NETFLIX  VAI SE FUDER NETFLIX PUTA QUE PARIU,306,-0.5,0.7,Negativo
1258393313067118597,declanlyynch,"@imgansey Dick, olhe para minha cara e diga se você acha que eu tenho cara de quem vai esperar o “karma” agir com o… https://t.co/yV5BnJocdD",117,0.0,0.0,Neutro
1067470758706900993,carpnterxtony,@lilyevnsart VAI DE FUDER FILHA DA PUTA HEJEJDID QUE ODIO VAI SE FERRAR FRACASSADA FALIDA https://t.co/L9N0pSiOfb,654,-0.4666666666666666,0.5333333333333333,Negativo
992460992763301888,eu_naely,"n gosta de palavrão? cu caralho porra buceta pinto é, bucetao me ajuda joao carlos filha da puta puta que pariu car… https://t.co/Oyrs4Vk81Q",2347,-0.5666666666666665,0.6888888888888888,Negativo
881148239193485313,coronoso,em extremo ódio por ter que aturar todo fim de semana uma criança aleatória fazendo barulho com a criança habitual… https://t.co/lOrmkTnsjI,91,-0.2916666666666667,0.5833333333333334,Negativo
1175609982198456322,TaylorS2012,"professor veio passar uma atividade de fazer um site completo e o corno deu só uma aula e não passou anda vey, nada… https://t.co/aEHN07yjHA",113,0.05,0.7,Positivo
1210605495859470337,jungkth,Mano que cara filha da puta vai se foder seu bosta do caralho eu te odeio porra que cu deixa eles serem felizes seu… https://t.co/2fHGjhU9OV,2838,-0.20000000000000004,0.78,Negativo
1299782503813840896,TK00JC,PUTA QUE PARIU CARALHO NOSSA VAI SE FODER FILHO DA PUTAAAAA ME MAMA https://t.co/63HSD0ALN7,116,-0.4666666666666666,0.6333333333333333,Negativo
1178160372492247041,ttdamafeee,@Nardoniin @joaoaksnes QUE FILHO DA PUTA VAI SE FODER SEU VIADO Q ODIO PUTO AAAAAAAAA,573,0.0,0.0,Neutro
