ID,Usuário,Tweet,Seguidores,Polarity,Subjectivity,Sentimento
1928411418,_mariffc,"vai tomar no cu que gol filho da puta do Vitor Bueno, se foder porra, que odio",2858,-0.5333333333333333,0.7000000000000001,Negativo
922241520673218561,nairaronda_1902,"RT @jpffc_: eu odeio esse time filho da puta, vai se fuder, que ódio desse time",67,-0.6666666666666666,0.7999999999999999,Negativo
1091404015986982912,clara_sereian,"RT @jpffc_: eu odeio esse time filho da puta, vai se fuder, que ódio desse time",224,-0.6666666666666666,0.7999999999999999,Negativo
1027741302245470209,jpffc_,"eu odeio esse time filho da puta, vai se fuder, que ódio desse time",7668,-0.6666666666666666,0.7999999999999999,Negativo
987829019780542464,leamrdasuavida,"cara vai toma no cu, vai se fuder caralho mas que merda rodinei arrombado filho da puta de merda nossa que vontade… https://t.co/2kK84CpCSs",808,-0.35000000000000003,0.6000000000000001,Negativo
996915935750520838,sippelcc,"@SCInternacional vai te fude meu, vai toma no teu cu seu filho da puta do caralho, para de estragar o final de sema… https://t.co/JXGf3wPaOH",5209,-0.5,0.7,Negativo
1171112652967424000,AnnePrado06,"ah vai tomar no cu, jogador imundo do caralho, fica no banco filha da puta, não entra p afundar o time, como que me… https://t.co/3D98D1hfgv",199,-0.7,0.9,Negativo
524367980,ggukpersona,@SCInternacional manda o rodinei pra puta que te pariu filho da puta pra que colocar essa merda ambulante vai se fuder,10712,-0.2,0.8,Negativo
1203687848362303490,babitxn,ódio cu buceta inferno filho da puta vai se fuder caralho puta que pariu,4533,-0.6000000000000001,0.7666666666666666,Negativo
1281251636711653379,chaennielover,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",806,0.5,0.5,Positivo
1210459945000460288,tropadovapovapo,"@ghdandochoque depois ta babando ovo do cara pra te dar entrevista, vai se fuder rapa, tu nem sabe se ele ficou bol… https://t.co/yactbqWcLI",377,-0.4,0.6,Negativo
1145438738660691973,DELICATEX0,"RT @agroexo: Vive pra falar mal do exo, exols, e na conta não tem um ""a"" sobre nenhum trabalho dos meninos MAS É EXOL SIM ÓBVIO QUE É SE VO…",2703,-0.25,0.75,Negativo
1197656221559525376,melaniestan_,"RT @mafuyusg: ""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas favs pra esc…",3065,0.5,0.5,Positivo
1285319083391627274,yixingzhalia,"RT @agroexo: Vive pra falar mal do exo, exols, e na conta não tem um ""a"" sobre nenhum trabalho dos meninos MAS É EXOL SIM ÓBVIO QUE É SE VO…",524,-0.25,0.75,Negativo
1301597335600934914,julia_a_trouxaa,"Sem hipocrisia,seja uma filha da puta mesmo!,some da vida de quem não faz questão de você ,nem vem com essa de “faz… https://t.co/g8eCIPXSjv",11,0.0,0.0,Neutro
1040615590615044098,agroexo,"Vive pra falar mal do exo, exols, e na conta não tem um ""a"" sobre nenhum trabalho dos meninos MAS É EXOL SIM ÓBVIO… https://t.co/okjs4M5bnF",5964,-0.25,0.75,Negativo
1085894846878048257,mafuyusg,"""multi/duo não faz nada""   ""é escoro no fandom""  ta ok filha da puta eu faço o que posso para ajudar meus/minhas fa… https://t.co/jPA3vc7EV3",4084,0.5,0.5,Positivo
1285767436764155905,tiaguetsff,"Caralho que porra foi essa? 5 na billboard? Vai se foder capital, gravadora desgraçada, espero que o prédio de vcs… https://t.co/4WkPYY4p15",22,-0.4,0.6,Negativo
1055601139075424256,y2tahug,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,257,-0.55,0.8,Negativo
1096543797775925252,Breno28697184,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",6,-0.3333333333333333,0.6666666666666666,Negativo
1245125228646281217,xiuangst,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,1460,-0.55,0.8,Negativo
1286715275086356483,saskkun,que filho da puta se passando por mulher p ganhar nude olha sinceramente vai se foder,277,0.04999999999999999,0.55,Positivo
735647637219778560,Geisycristina7,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",441,-0.3333333333333333,0.6666666666666666,Negativo
1266410049313832962,shacomonomarcio,"@Oliveir4_p @sapataocorna É impressionante como você fala merda, cara. Você só mexe esses teus dedos pra escrever b… https://t.co/yediy2jMtZ",8,0.20000000000000004,0.8500000000000001,Positivo
1141898402768281600,chuuuwo,"@sieglinde_witch psé vey, esse filho da puta não tem nem cara de enfp pra começo de conversa, se for comparar com o… https://t.co/DupeZiKsVs",328,0.0,0.0,Neutro
1103676599554191360,leootranto1,"time de filho da puta, tem que pegar um por um de porrada , inadmissível esse jogo vai se fuder",207,-0.5,0.55,Negativo
1267541132336156679,junnarte,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,706,-0.55,0.8,Negativo
1206289487292239872,itwllbe,@soyacr vai se fude filha da puta do caralho se eu te ver na rua eu boto fogo em ti e tu reza mas reza pq a energia… https://t.co/3aULLxxuSv,25,-0.4,0.6,Negativo
1112760262640234496,Math_eust,@FluminenseFC vai se fuder seus arrombados ficam lançando notinha oficial falando que se solidariza com figueirense… https://t.co/fRZaPVD0Yk,240,-0.4,0.5,Negativo
926136787537416193,GalvaoJv,"Ah mano vai se fuder olha que cagada, a bola espirra no meio sobra pros cara e dps o rebote cai no pé do filho da puta, ai n tem como porra",148,-0.15000000000000002,0.35,Negativo
1255958100701523968,leeeonardo_f1,CARALHO ODAIR SEU FILHO DA PUTA QUANDO QUE TU VAI SUBSTITUIR?????????? VAI TOMAR NO TEU CU ODAIR HELLMAN VAI SE FUDER,148,-0.5,0.7,Negativo
610487763,cabraltff,VAI SE FUDER NINO SEU FILHO DA PUTA OLHA O DRIBLE QUE TU TOMA SEU ANIMAL,807,-0.4,0.6,Negativo
1260999224,Alessandro_ffc,"Vai se fuder, que zaga filha da puta",528,-0.4,0.6,Negativo
1244356893499437057,malu66600,"RT @swettmari_: #AglomeraBrasil MANO QUE TAG DE MERDA. FICAR FALANDO PRO POVO SAIR DE CASA MSM E FODA SE??? VAI SE FUDER, AI QUANDO O VIRUS…",3,-0.3333333333333333,0.6666666666666666,Negativo
315851128,DaviCavaalcante,RT @milaayleen: garoto se eu te pego eu sento tanto nesse teu pau rosado vc vai gemer tao alto que o som vai ultrapassar a estratosfera na…,2430,0.15000000000000002,0.42500000000000004,Positivo
3635306535,gashelo_,"O brasileiro aglomerando que nem filhos da puta nesse caralho, vai se fuder, porra",244,-0.3333333333333333,0.6666666666666666,Negativo
1128476087439241216,wss_jhon,vai se fuder filha da puta do diniz  pra que deixar bueno e sara mortos? junta os 2 nao da ½ jogador,218,-0.30000000000000004,0.5,Negativo
1130174222570053633,merandusvante,"@soyacr Para outra pessoa que me magoou agora: VAI SE FUDER FILHO DA PUTA DO CARALHO, DESGRAVADO DE MERDA, GRUDENTO… https://t.co/l8ASRoK8RR",151,-0.3333333333333333,0.6666666666666666,Negativo
1300746803822944258,tobiopunk,RT @inarizrki: 4. sakuatsu stans  olha... vao pra puta que pariu todos vocês 🎗💛 parecem ziam shipper com 9 anos forçando um filho da puta f…,323,0.1,0.2,Positivo
138281372,Fajarlu,"Se ainda tiver um filho da puta que apoia o Diniz, vai se foder!!!",158,-0.78125,0.6,Negativo
735873619868422145,thathabonon,vai se foder tem que ser muito amargurado filho da puta pra comentar um negócio desse sério que nojo https://t.co/5Pr4XGSQU6,531,-0.28777777777777774,0.6388888888888888,Negativo
1233766575825727488,inarizrki,4. sakuatsu stans  olha... vao pra puta que pariu todos vocês 🎗💛 parecem ziam shipper com 9 anos forçando um filho… https://t.co/fA7qm71Ory,965,0.1,0.2,Positivo
1197180997701447680,rai_souza2005,"DINIZ SEU FILHO DA PUTA, DEFICIENTE VISUAL, SERÁ QUE NÃO CONSEGUE ENXERGAR QUE VÍTOR BUENO E SARA SÃO UM A MENOS? VAI SE FUDER",412,-0.2555555555555556,0.3222222222222222,Negativo
1035942536303595520,badshoujo,Essa tag que saiu hoje no twitter sobre o pessoal se aglomerar e o resto chamando todo mundo de pand*minion é a coi… https://t.co/1Ue9xB5f61,42,0.0,0.0,Neutro
3762758477,DudaPastro_,"@crisgandra_65 E tu deve ser um baita punheteiro de merda, que não tem nada melhor pra fazer do que ficar comentand… https://t.co/K2cPZ64YHL",6162,0.15,0.65,Positivo
2210947602,spfcMarcos_,TODOS os cruzamentos do Reinaldo é na perna do lateral que ta marcando ele HSAUSHAUSHASU vai se fuder doente filho da puta,735,-0.5571428571428572,0.7285714285714285,Negativo
1222938714374053892,loeyfilter,RT @chanyfire: tem que ter muita coragem um vagabundo desse filho da puta vim falar que DO KYUNGSOO é feio vai se fuder https://t.co/Y5TI5Y…,634,-0.55,0.8,Negativo
1201248330703089664,caroneli_,"RT @victorsdcl: Sim, se você acha que o povo na praia ou no shopping tão certos, ou que acha que é só colocar uma máscara que tá tudo OK, t…",106,0.5,0.6944444444444444,Positivo
