ID,Usuário,Tweet,Seguidores
230186518,whindersson,Algum jovem arquiteto recém formado neste site tentando ingressar no mercado de trabalho com ideias mirabolantes qu… https://t.co/PWLG4PRZEu,16876968

"230186518,whindersson,""Vocês vão chorar, refletir, fazer amor, afinal eu sou humorista, vou mexer com o humor de vocês com obra de arte 🙃 https://t.co/QvBuJgaC5K"",16876968"

230186518,whindersson,Vocês estão preparados pra novas músicas?,16876968

230186518,whindersson,É como diz o ditado: to nem aí mais pra porra nenhuma,16876968

230186518,whindersson,Pare o q está fazendo pra ver a Pandora dormindo https://t.co/9oW6zARblj,16876968

230186518,whindersson,@heydougras To brincando bb,16876968

230186518,whindersson,Cancelado por fazer piada com o pau do Tiago Iorc,16876968

"230186518,whindersson,""Uma nude pra um homem não tem o mesmo peso pra uma mulher. Homem não sofre revenge porn, homem não se mata por cont… https://t.co/TpyzQyKW1s"",16876968"

"230186518,whindersson,""E ainda é mentiroso o Tiago Iorc viu, disse q quase ninguém vê......"",16876968"

"230186518,whindersson,""Por isso q o Tiago some, o coração do homem pra bombear sangue pra um pomba daquela é mto esforço, tem que descansar no mínimo um ano"",16876968"

230186518,whindersson,Vc acordar e é ver que o pau do Tiago Iorc não foi um sonho é assustador,16876968

"230186518,whindersson,""@bobdaslabaredas É tudo em conformidade, eu fico muito satisfeito quando olho tbm!"",16876968"

230186518,whindersson,Rapaz tem música que é tão boa pra limpar a casa que eu dou o play já sinto o cheiro do óleo de peroba,16876968

230186518,whindersson,Galera passou das 10 hora do protetor solar bora cuida,16876968

"230186518,whindersson,""Basicamente eu quis dizer que se você for um bom político vão gostar de vc, se não, não vão. Espero que você seja f… https://t.co/upy3i1AO28"",16876968"

"230186518,whindersson,""E eu entendo o que vc quis dizer, entendo, mas eu não acho que o político briga PELO povo, acho que ele briga COM,… https://t.co/0GGyrnFFPn"",16876968"

"230186518,whindersson,""Em outras palavras eu quis dizer que não há, e nem vai um salvador. Que mudar o mundo ao nosso redor é a melhor for… https://t.co/nDrdYVkbHn"",16876968"

230186518,whindersson,@kaiooliveiras @kaliel https://t.co/yVGCFP34Yo,16876968

"230186518,whindersson,""Que bonito amigo, Deus abençoe e um bom dia pra você 🙏🏼❤️ https://t.co/25GbjuAy4o"",16876968"

230186518,whindersson,Bom dia meus clarimpondios ❤️,16876968

230186518,whindersson,Obg irmao tamo junto bb https://t.co/25GbjuAy4o,16876968

230186518,whindersson,Fofo https://t.co/1UGmvhE4gl,16876968

"230186518,whindersson,""@Palhinhos Alguém reconheceu meus talentos, obg bebê, vc acertou!! 😍😍"",16876968"

230186518,whindersson,https://t.co/aJ1K6H5M5A,16876968

230186518,whindersson,Só mais um dia normal 😎😂 RT se vc gostar! Resto nos comentários! https://t.co/pOYHO8JyQT,16876968

230186518,whindersson,Não confio em quem nunca está errado,16876968

128372940,jairbolsonaro,- C130 da @fab_oficial no combate ao fogo na Serra da Mantiqueira.  . Link no YouTube: https://t.co/ztanrgSGrD https://t.co/JNiRj8GbXx,6675954




























































